transcript_id	length.x	Raw count (GSNO_1)	Raw count (GSNO_2)	Raw count (GSNO_3)	Raw count (wt_1)	Raw count (wt_2)	Raw count (wt_3)	FPKM (GSNO_1)	FPKM (GSNO_2)	FPKM (GSNO_3)	FPKM (wt_1)	FPKM (wt_2)	FPKM (wt_3)	logFC (GSNO_1-wt_1)	logFC (GSNO_2-wt_2)	logFC (GSNO_3-wt_3)	logFC (GSNO_1,GSNO_2,GSNO_3-wt_1,wt_2,wt_3)	pvalue (GSNO_1-wt_1)	pvalue (GSNO_2-wt_2)	pvalue (GSNO_3-wt_3)	UniprotKB_gene.x	pident.x	length.y	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	UniprotKB_gene.y	pident.y	length	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y	Pfam	SignalP	TmHMM	COGs (eggnog)	GOs	KEGGs	EC number
TRINITY_DN239_c0_g1_i1	280	0	0	0	4	9	4	0	0	0	7905.04	18094.67	10818.71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ACS1_CANGA	100	80	0	0	278	39	625	704	5.45e-47	162	.	.	.	COG0365: Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity)	GO:0005829, cellular_component, cytosol | GO:0005783, cellular_component, endoplasmic reticulum | GO:0003987, molecular_function, acetate-CoA ligase activity | GO:0016880, molecular_function, acid-ammonia (or amide) ligase activity | GO:0016208, molecular_function, AMP binding | GO:0005524, molecular_function, ATP binding | GO:0019654, biological_process, acetate fermentation | GO:0019427, biological_process, acetyl-CoA biosynthetic process from acetate | GO:0016573, biological_process, histone acetylation | 	KO:K01895.	6.2.1.1,6,6.2,6.2.1,6.3,6.3.1
TRINITY_DN239_c0_g2_i1	1068	1	0	0	61	41	36	266.4	0	0	19506.64	13479.47	13627.48	-5.8549737246047	-	-	-	7.41894768325511e-07	-	-	ACS1_CANGA	100	356	0	0	1	356	271	626	0	749	ACS1_CANGA	100	356	0	0	1	1068	271	626	0	749	-	-	-	-	-	-	-
TRINITY_DN239_c0_g3_i1	855	0	0	0	56	58	52	0	0	0	23154.94	24642.35	25659.03	-	-	-	-	-	-	-	ACS1_CANGA	100	275	0	0	9	283	1	275	0	577	ACS1_CANGA	100	275	0	0	830	6	1	275	0	544	-	-	-	-	-	-	-
TRINITY_DN24_c0_g1_i1	162	0	0	0	0	1	3	0	0	0	0	7824.85	43181.62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PLB1_CANGA	100	53	0	0	3	161	261	313	5.11e-30	112	-	-	-	-	-	-	-
TRINITY_DN240_c0_g1_i1	165	0	0	0	1	1	0	0	0	0	7519.93	7324.13	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TIP1_YEAST	62.857	35	13	0	165	61	66	100	1.51e-08	51.2	.	.	.	.	GO:0031225, cellular_component, anchored component of membrane | GO:0005576, cellular_component, extracellular region | GO:0009277, cellular_component, fungal-type cell wall | GO:0016298, molecular_function, lipase activity | GO:0005199, molecular_function, structural constituent of cell wall | GO:0031505, biological_process, fungal-type cell wall organization | GO:0006950, biological_process, response to stress | 	.	3.1.1,3,3.1
TRINITY_DN240_c0_g2_i1	202	0	0	0	2	2	2	0	0	0	8019.54	8021.56	12492.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN241_c0_g1_i1	168	0	1	0	1	1	0	0	6316.24	0	7042.45	6878.71	0	-	-0.19611189703608	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	PMA1_YEAST	100	55	0	0	166	2	460	514	2.42e-32	119	.	.	.	.	GO:0016021, cellular_component, integral component of membrane | GO:0045121, cellular_component, membrane raft | GO:0005886, cellular_component, plasma membrane | GO:0005524, molecular_function, ATP binding | GO:0008553, molecular_function, hydrogen-exporting ATPase activity, phosphorylative mechanism | GO:0046872, molecular_function, metal ion binding | GO:0006754, biological_process, ATP biosynthetic process | GO:1902906, biological_process, proteasome storage granule assembly | GO:0015992, biological_process, proton transport | GO:0006885, biological_process, regulation of pH | GO:0055085, biological_process, transmembrane transport | 	KO:K01535.	3.6.3.6,3.6.1,3,3.6,3.6.1,3.6.3,3.6.1.3,3.6.1.15
TRINITY_DN242_c0_g1_i1	342	0	0	1	5	6	3	0	0	1396.2	7023.74	8608.2	5496.74	-	-	-1.68957789823682	-	-	-	0.658385093167702	ACON_YEAST	92.035	113	9	0	1	113	646	758	3.25e-68	221	ACON_YEAST	92.035	113	9	0	3	341	646	758	3.61e-68	221	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005759, cellular_component, mitochondrial matrix | GO:0042645, cellular_component, mitochondrial nucleoid | GO:0051539, molecular_function, 4 iron, 4 sulfur cluster binding | GO:0003994, molecular_function, aconitate hydratase activity | GO:0003690, molecular_function, double-stranded DNA binding | GO:0046872, molecular_function, metal ion binding | GO:0003697, molecular_function, single-stranded DNA binding | GO:0000002, biological_process, mitochondrial genome maintenance | GO:0006626, biological_process, protein targeting to mitochondrion | GO:0006099, biological_process, tricarboxylic acid cycle | 	KO:K01681.	4.2.1.3,4,4.2,4.2.1
TRINITY_DN242_c0_g2_i1	358	1	0	0	7	8	4	1116.91	0	0	9149.48	10686.24	6760.18	-2.75342401759335	-	-	-	0.124959742351047	-	-	ACON_YEAST	85.593	118	17	0	1	118	475	592	2.18e-65	213	ACON_YEAST	85.593	118	17	0	356	3	475	592	2.42e-65	213	-	-	-	-	-	-	-
TRINITY_DN242_c0_g3_i1	182	0	0	1	2	3	1	0	0	5461.76	10792.38	16005.46	8904.09	-	-	-0.207323268348693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	ACON_YEAST	96.667	60	2	0	2	181	589	648	1.34e-34	125	-	-	-	-	-	-	-
TRINITY_DN243_c0_g1_i1	296	0	1	0	9	2	1	0	1500.19	0	16098.48	3644.18	2411.25	-	-1.11944270513001	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	PUT4_YEAST	79.592	98	20	0	294	1	170	267	6.75e-46	158	-	-	-	-	-	-	-
TRINITY_DN243_c0_g2_i1	323	0	0	0	6	10	5	0	0	0	9249.05	15729.45	10175.11	-	-	-	-	-	-	-	PUT4_YEAST	86.957	46	6	0	62	107	100	145	3.03e-20	87.4	PUT4_YEAST	86.957	46	6	0	184	321	100	145	2.46e-10	59.3	-	-	-	-	-	-	-
TRINITY_DN244_c0_g1_i1	285	0	2	0	4	4	2	0	3216.08	0	7654.35	7790.65	5211.64	-	-1.16770451135434	-	-1.4203429124254	-	0.726708074534161	-	-	-	-	-	-	-	-	-	-	-	-	BMH2_YEAST	87.234	94	12	0	2	283	52	145	3.89e-55	174	.	.	.	.	GO:0005737, cellular_component, cytoplasm | GO:0005634, cellular_component, nucleus | GO:0003688, molecular_function, DNA replication origin binding | GO:0050815, molecular_function, phosphoserine residue binding | GO:0019904, molecular_function, protein domain specific binding | GO:0030437, biological_process, ascospore formation | GO:0000077, biological_process, DNA damage checkpoint | GO:0006270, biological_process, DNA replication initiation | GO:0034221, biological_process, fungal-type cell wall chitin biosynthetic process | GO:0005977, biological_process, glycogen metabolic process | GO:0043066, biological_process, negative regulation of apoptotic process | GO:0051436, biological_process, negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle | GO:0006267, biological_process, pre-replicative complex assembly involved in nuclear cell cycle DNA replication | GO:0007124, biological_process, pseudohyphal growth | GO:0007265, biological_process, Ras protein signal transduction | GO:0001402, biological_process, signal transduction involved in filamentous growth | 	KO:K06630.	-
TRINITY_DN244_c0_g2_i1	216	1	1	1	3	4	2	3056.73	2917.29	3406.06	10170.32	13634.66	10223.54	-1.56330418902308	-2.07952400727065	-1.13098595486506	-1.4203429124254	0.658385093167702	0.43064182194617	1	-	-	-	-	-	-	-	-	-	-	-	BMH1_YEAST	91.071	56	5	0	168	1	1	56	1.68e-27	102	-	-	-	-	-	-	-
TRINITY_DN244_c0_g3_i1	208	0	0	1	1	2	1	0	0	3743.03	3719.06	7458.93	5709.98	-	-	-0.207323268348693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	BMH1_YEAST	91.176	68	6	0	204	1	140	207	8.15e-40	134	-	-	-	-	-	-	-
TRINITY_DN245_c0_g1_i1	357	2	2	5	5	6	4	2243.9	2186.57	6521.27	6563.88	8049.37	6793.16	-1.36273623825242	-1.73911149654084	0.0863459814944474	-0.657591395619987	0.521739130434783	0.372946859903382	1	GCN4_YEAST	39.474	114	40	5	9	118	115	203	7.77e-10	57.8	GCN4_YEAST	39.474	114	40	5	26	355	115	203	8.63e-10	57.8	.	.	.	.	GO:0000790, cellular_component, nuclear chromatin | GO:0005634, cellular_component, nucleus | GO:0005667, cellular_component, transcription factor complex | GO:0003682, molecular_function, chromatin binding | GO:0042802, molecular_function, identical protein binding | GO:0043621, molecular_function, protein self-association | GO:0000978, molecular_function, RNA polymerase II core promoter proximal region sequence-specific DNA binding | GO:0000981, molecular_function, RNA polymerase II transcription factor activity, sequence-specific DNA binding | GO:0043565, molecular_function, sequence-specific DNA binding | GO:0001135, molecular_function, transcription factor activity, RNA polymerase II transcription factor recruiting | GO:0003700, molecular_function, transcription factor activity, sequence-specific DNA binding | GO:0001084, molecular_function, transcription factor activity, TFIID-class binding | GO:0001190, molecular_function, transcriptional activator activity, RNA polymerase II transcription factor binding | GO:0001191, molecular_function, transcriptional repressor activity, RNA polymerase II transcription factor binding | GO:0008652, biological_process, cellular amino acid biosynthetic process | GO:0010691, biological_process, negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels | GO:0000122, biological_process, negative regulation of transcription from RNA polymerase II promoter | GO:0001080, biological_process, nitrogen catabolite activation of transcription from RNA polymerase II promoter | GO:1903833, biological_process, positive regulation of cellular response to amino acid starvation | GO:0045899, biological_process, positive regulation of RNA polymerase II transcriptional preinitiation complex assembly | GO:0060261, biological_process, positive regulation of transcription initiation from RNA polymerase II promoter | 	KO:K09464.	-
TRINITY_DN245_c0_g2_i1	329	2	3	1	5	3	1	2568.52	3746.36	1487.05	7477.65	4579.54	1966.38	-1.36273623825242	-0.211767161552955	-0.207323268348693	-0.501287107913628	0.521739130434783	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN246_c0_g1_i1	195	0	1	1	0	1	1	0	3851.04	4450.56	0	4395.35	6996.87	-	-0.19611189703608	-0.207323268348693	0.0515304907476507	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN246_c1_g1_i1	156	0	1	0	2	0	1	0	8531.77	0	18741.33	0	17258.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AIM19_YEAST	68.627	51	16	0	3	155	99	149	1.14e-19	79	-	-	-	-	-	-	-
TRINITY_DN247_c0_g1_i1	1052	1	0	2	30	36	27	271.05	0	643.09	9759.56	12040.21	10402.57	-4.8340707228415	-	-3.89990130293652	-4.73544624636815	0.000127311843100785	-	0.00074710593628716	CISY1_YEAST	90.379	343	33	0	1	343	136	478	0	655	CISY1_YEAST	90.379	343	33	0	2	1030	136	478	0	655	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005759, cellular_component, mitochondrial matrix | GO:0005739, cellular_component, mitochondrion | GO:0004108, molecular_function, citrate (Si)-synthase activity | GO:0046356, biological_process, acetyl-CoA catabolic process | GO:0006101, biological_process, citrate metabolic process | GO:0006537, biological_process, glutamate biosynthetic process | GO:0006626, biological_process, protein targeting to mitochondrion | GO:0006099, biological_process, tricarboxylic acid cycle | 	KO:K01647.	2.3.3.1,2,2.3,2.3.3
TRINITY_DN247_c0_g2_i1	337	0	0	0	5	5	8	0	0	0	7191.65	7343.43	15053.04	-	-	-	-	-	-	-	CISY1_YEAST	70.093	107	29	1	6	112	26	129	7.13e-45	154	CISY1_YEAST	70.093	107	29	1	322	2	26	129	7.92e-45	154	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005759, cellular_component, mitochondrial matrix | GO:0005739, cellular_component, mitochondrion | GO:0004108, molecular_function, citrate (Si)-synthase activity | GO:0046356, biological_process, acetyl-CoA catabolic process | GO:0006101, biological_process, citrate metabolic process | GO:0006537, biological_process, glutamate biosynthetic process | GO:0006626, biological_process, protein targeting to mitochondrion | GO:0006099, biological_process, tricarboxylic acid cycle | 	KO:K01647.	2.3.3.1,2,2.3,2.3.3
TRINITY_DN248_c0_g1_i1	253	4	1	1	0	1	3	8441.28	2032.43	2398.5	0	2433.2	10180.33	-	-0.19611189703608	-1.68957789823682	0.97058629525942	-	1	0.658385093167702	-	-	-	-	-	-	-	-	-	-	-	PUR91_YEAST	95.082	61	3	0	70	252	4	64	1.65e-32	120	-	-	-	-	-	-	-
TRINITY_DN248_c0_g2_i1	318	3	4	4	3	1	0	4084.79	5290.73	6294.77	4746.11	1613.84	0	-0.0928000303720696	1.66951020061028	-	1.92834488142459	1	0.43064182194617	-	PUR91_YEAST	88.462	104	12	0	1	104	63	166	3.72e-59	193	PUR91_YEAST	88.462	104	12	0	1	312	63	166	4.31e-59	193	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0003937, molecular_function, IMP cyclohydrolase activity | GO:0004643, molecular_function, phosphoribosylaminoimidazolecarboxamide formyltransferase activity | GO:0006189, biological_process, 'de novo' IMP biosynthetic process | GO:0009060, biological_process, aerobic respiration | GO:0030437, biological_process, ascospore formation | GO:0006164, biological_process, purine nucleotide biosynthetic process | 	KO:K00602.	3.5.4.10,2.1.2.3,2,2.1,2.1.2,3,3.5,3.5.4
TRINITY_DN248_c0_g3_i1	165	1	2	0	0	0	0	7294.69	13538.12	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PUR91_YEAST	87.273	55	7	0	1	165	170	224	5.22e-28	106	-	-	-	-	-	-	-
TRINITY_DN249_c0_g1_i1	225	2	0	0	9	2	4	5517.01	0	0	27742.24	6213.5	18246.68	-2.19552568240392	-	-	-2.1335866252001	0.137873920182766	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP31_YEAST	78.571	42	9	0	99	224	1	42	6.94e-15	69.3	-	-	-	-	-	-	-
TRINITY_DN249_c0_g2_i1	157	0	0	0	1	1	1	0	0	0	9126.59	8808.48	16720.17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	HSP31_YEAST	63.462	52	19	0	157	2	76	127	4.1e-16	71.6	-	-	-	-	-	-	-
TRINITY_DN25_c0_g1_i1	241	7	1	1	8	4	5	16432	2255.08	2654.2	21217.68	10731.48	19083.46	-0.28455212719185	-2.07952400727065	-2.40509440018854	-0.9146338802722	1	0.43064182194617	0.282608695652174	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN250_c0_g1_i1	431	10	9	6	3	3	0	8408.92	7402.66	5905.17	2976.58	3048.24	0	1.60185884738502	1.33131207662494	-	1.99072608375108	0.189983809938349	0.33368077865829	-	MPG11_CANGA	99.296	142	1	0	1	142	220	361	7.3e-94	278	MPG11_CANGA	99.296	142	1	0	1	426	220	361	8.11e-94	278	-	-	-	-	-	-	-
TRINITY_DN252_c1_g1_i1	533	3	5	2	8	5	6	1875.16	3065.95	1470.66	5938.26	3806.3	5471.25	-1.47250203821573	-0.215203581544148	-1.75121998171686	-0.9146338802722	0.33368077865829	1	0.372946859903382	ADT2_YEAST	88.387	155	18	0	8	162	20	174	5.77e-99	290	ADT_KLULA	88.75	160	18	0	53	532	2	161	4e-88	263	-	-	-	-	-	-	-
TRINITY_DN253_c0_g1_i1	179	0	1	0	3	0	2	0	5038.77	0	17056.99	0	18955.55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN253_c0_g2_i1	198	0	0	0	2	1	1	0	0	0	8458.63	4222.1	6656.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TIR1_YEAST	58.333	48	20	0	53	196	57	104	3.29e-14	67.4	.	.	.	.	GO:0031225, cellular_component, anchored component of membrane | GO:0005576, cellular_component, extracellular region | GO:0009277, cellular_component, fungal-type cell wall | GO:0005199, molecular_function, structural constituent of cell wall | GO:0006950, biological_process, response to stress | 	.	-
TRINITY_DN253_c1_g1_i1	153	0	1	0	0	0	0	0	9301.29	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN254_c0_g1_i1	330	8	10	7	7	7	2	10221.26	12424.77	10357.48	10416.93	10633.26	3910.76	0.0944035855770349	0.289677687543802	1.52115003778647	0.721634015992984	1	1	0.266666666666667	-	-	-	-	-	-	-	-	-	-	-	H3_ZYGBA	100	64	0	0	329	138	73	136	8.04e-39	129	.	.	.	.	GO:0000786, cellular_component, nucleosome | GO:0005634, cellular_component, nucleus | GO:0003677, molecular_function, DNA binding | GO:0046982, molecular_function, protein heterodimerization activity | 	.	-
TRINITY_DN254_c0_g2_i1	258	14	11	11	7	12	16	28349.03	21472.67	25363.45	16158.56	28106.86	51870.08	0.891899124829009	-0.342380925287647	-0.766461349165063	0.0573732821455029	0.36169718105202	0.779000846257148	0.454081824666901	-	-	-	-	-	-	-	-	-	-	-	H3_ZYGBA	100	77	0	0	27	257	1	77	1.43e-48	153	-	-	-	-	-	-	-
TRINITY_DN255_c0_g1_i1	245	2	0	0	2	2	1	4524.6	0	0	5124.89	5187.9	3665.06	-0.0909811256330088	-	-	-0.864494557441996	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	.	.	.	.	.	.	-
TRINITY_DN255_c0_g2_i1	299	1	0	0	1	0	1	1520.15	0	0	1757.43	0.4	2362.97	-0.0859285842709507	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRINITY_DN257_c0_g1_i1	163	0	0	0	1	0	0	0	0	0	7872.03	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	F16P_YEAST	85.185	54	8	0	1	162	86	139	2.23e-26	100	-	-	-	-	-	-	-
TRINITY_DN257_c0_g2_i1	300	0	0	0	7	16	10	0	0	0	12230.68	28485.21	23472.86	-	-	-	-	-	-	-	F16P_YEAST	78.571	98	21	0	1	98	134	231	1.09e-50	165	F16P_YEAST	78.571	98	21	0	298	5	134	231	1.22e-50	165	-	-	-	-	-	-	-
TRINITY_DN257_c0_g3_i1	211	0	0	0	0	1	3	0	0	0	0	3602.55	16414.61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	F16P_YEAST	81.429	70	13	0	1	210	18	87	1.03e-32	117	-	-	-	-	-	-	-
TRINITY_DN258_c0_g1_i1	152	0	0	1	1	1	0	0	0	10654.51	10474.28	10037.14	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PDC1_CANGA	100	50	0	0	2	151	113	162	2.7e-29	110	-	-	-	-	-	-	-
TRINITY_DN258_c0_g2_i1	178	0	0	1	0	0	1	0	0	5863.9	0	0	9682.89	-	-	-0.207323268348693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	PDC1_CANGA	100	59	0	0	177	1	60	118	1.27e-34	125	-	-	-	-	-	-	-
TRINITY_DN26_c0_g1_i1	229	0	0	1	2	4	1	0	0	2969.6	5925.29	11955.22	4351.08	-	-	-0.207323268348693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	LGUL_YEAST	69.737	76	23	0	1	228	51	126	1.06e-32	117	-	-	-	-	-	-	-
TRINITY_DN26_c0_g1_i1	229	0	0	1	2	4	1	0	0	2969.6	5925.29	11955.22	4351.08	-	-	-0.207323268348693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	LGUL_YEAST	50.746	67	25	3	22	222	218	276	3.75e-12	62.8	-	-	-	-	-	-	-
TRINITY_DN26_c0_g2_i1	177	0	1	0	4	4	1	0	5235	0	23579.76	23219.77	9895.9	-	-2.07952400727065	-	-	-	0.43064182194617	-	-	-	-	-	-	-	-	-	-	-	-	LGUL_YEAST	58.696	46	19	0	142	5	8	53	3.89e-14	67.4	.	.	.	.	.	.	-
TRINITY_DN260_c0_g1_i1	769	64	56	57	18	16	14	25098.03	21612.43	26441.25	8441.32	7707.53	7873.09	1.72666815042517	1.57987007201849	1.78397964233341	1.93215403871766	0.0293123607846033	0.0434366874759743	0.0241291617150723	RS6_CANGA	100	236	0	0	1	236	1	236	1.24e-171	474	RS6_CANGA	100	197	0	0	735	145	1	197	2.11e-142	401	.	.	.	COG2125: 40s ribosomal protein s6	GO:0005840, cellular_component, ribosome | GO:0003735, molecular_function, structural constituent of ribosome | GO:0006412, biological_process, translation | 	KO:K02991.	-
TRINITY_DN261_c0_g1_i1	203	0	0	2	0	6	0	0	0	7975.85	0	23766.71	0	-	-	-	-0.864494557441996	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPYK1_CANGA	100	67	0	0	202	2	92	158	4.28e-41	142	.	.	.	COG0469: Pyruvate kinase	GO:0005829, cellular_component, cytosol | GO:0005524, molecular_function, ATP binding | GO:0016301, molecular_function, kinase activity | GO:0000287, molecular_function, magnesium ion binding | GO:0030955, molecular_function, potassium ion binding | GO:0004743, molecular_function, pyruvate kinase activity | 	KO:K00873.	2.7.1.40,2,2.7,2.7.1
TRINITY_DN261_c0_g2_i1	431	3	1	2	6	6	2	2522.68	822.52	1968.39	5953.15	6096.49	2493.52	-1.06460121342944	-2.65093099245716	-0.219489603505769	-1.21453082068833	0.585507246376812	0.18695652173913	1	KPYK1_CANGA	100	143	0	0	1	143	251	393	4.54e-97	291	KPYK1_CANGA	100	143	0	0	430	2	251	393	2.14e-85	261	-	-	-	-	-	-	-
TRINITY_DN261_c0_g3_i1	282	0	0	2	2	0	2	0	0	3888.71	3901.42	0	5328.53	-	-	-0.219489603505769	0.0515304907476507	-	-	1	-	-	-	-	-	-	-	-	-	-	-	KPYK1_CANGA	100	93	0	0	2	280	160	252	1.62e-59	192	-	-	-	-	-	-	-
TRINITY_DN262_c0_g1_i1	161	0	0	0	2	1	0	0	0	0	16509.14	8005.32	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GLPK_YEAST	69.811	53	15	1	160	2	526	577	7.85e-15	69.3	.	.	.	.	GO:0005739, cellular_component, mitochondrion | GO:0005524, molecular_function, ATP binding | GO:0004370, molecular_function, glycerol kinase activity | GO:0019563, biological_process, glycerol catabolic process | GO:0006071, biological_process, glycerol metabolic process | GO:0046167, biological_process, glycerol-3-phosphate biosynthetic process | GO:0006641, biological_process, triglyceride metabolic process | 	KO:K00864.	2.7.1.30,2,2.7,2.7.1
TRINITY_DN263_c0_g1_i1	213	1	0	0	1	0	2	3170.22	0	0	3506.56	0	10644.92	-0.0859285842709507	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	ACON_YEAST	85.714	70	10	0	2	211	266	335	3.44e-35	128	.	.	.	.	GO:0005829, cellular_component, cytosol | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005759, cellular_component, mitochondrial matrix | GO:0042645, cellular_component, mitochondrial nucleoid | GO:0051539, molecular_function, 4 iron, 4 sulfur cluster binding | GO:0003994, molecular_function, aconitate hydratase activity | GO:0003690, molecular_function, double-stranded DNA binding | GO:0046872, molecular_function, metal ion binding | GO:0003697, molecular_function, single-stranded DNA binding | GO:0000002, biological_process, mitochondrial genome maintenance | GO:0006626, biological_process, protein targeting to mitochondrion | GO:0006099, biological_process, tricarboxylic acid cycle | 	KO:K01681.	4.2.1.3,4,4.2,4.2.1
TRINITY_DN264_c0_g1_i1	288	6	5	1	11	11	10	9772.51	7885.6	1870.96	20656.35	21029.37	25497.91	-0.956160145535678	-1.33483489938499	-3.3887956808332	-1.37457256595107	0.479207349730153	0.283652797257285	0.0279694254255361	-	-	-	-	-	-	-	-	-	-	-	CCPR_CANGA	100	83	0	0	249	1	1	83	6.07e-09	54.7	.	.	.	COG0376: Bifunctional enzyme with both catalase and broad- spectrum peroxidase activity (By similarity)	GO:0005829, cellular_component, cytosol | GO:0005758, cellular_component, mitochondrial intermembrane space | GO:0005759, cellular_component, mitochondrial matrix | GO:0004130, molecular_function, cytochrome-c peroxidase activity | GO:0020037, molecular_function, heme binding | GO:0046872, molecular_function, metal ion binding | GO:0034599, biological_process, cellular response to oxidative stress | 	KO:K00428.	1.11.1.5,1.11.1.7,1,1.11
TRINITY_DN264_c0_g2_i1	456	4	7	3	8	5	8	3101.1	5313.07	2726.49	7332.59	4695.27	9150.54	-1.07243206223273	0.259382035353603	-1.60525100496658	-0.418582567995616	0.497905885766794	1	0.251568225104038	CCPR_CANGA	100	151	0	0	1	151	78	228	2.21e-108	315	CCPR_CANGA	100	151	0	0	455	3	78	228	2.46e-108	315	-	-	-	-	-	-	-
TRINITY_DN267_c0_g1_i1	196	0	1	0	1	2	2	0	3794.03	0	4347.98	8672.16	13759.61	-	-1.11944270513001	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	DLDH_YEAST	68.75	64	20	0	3	194	94	157	2.93e-16	73.9	.	.	.	.	GO:0005960, cellular_component, glycine cleavage complex | GO:0042645, cellular_component, mitochondrial nucleoid | GO:0009353, cellular_component, mitochondrial oxoglutarate dehydrogenase complex | GO:0005967, cellular_component, mitochondrial pyruvate dehydrogenase complex | GO:0004148, molecular_function, dihydrolipoyl dehydrogenase activity | GO:0050660, molecular_function, flavin adenine dinucleotide binding | GO:0004375, molecular_function, glycine dehydrogenase (decarboxylating) activity | GO:0004591, molecular_function, oxoglutarate dehydrogenase (succinyl-transferring) activity | GO:0004738, molecular_function, pyruvate dehydrogenase activity | GO:0006103, biological_process, 2-oxoglutarate metabolic process | GO:0045454, biological_process, cell redox homeostasis | GO:0006546, biological_process, glycine catabolic process | GO:0042743, biological_process, hydrogen peroxide metabolic process | GO:0006550, biological_process, isoleucine catabolic process | GO:0006564, biological_process, L-serine biosynthetic process | GO:0006552, biological_process, leucine catabolic process | GO:0006090, biological_process, pyruvate metabolic process | GO:0006574, biological_process, valine catabolic process | 	KO:K00382.	1.8.1.4,1.4.4.2,1.2.4.2,1,1.2.4,1.4,1.4.4,1.6,1.8,1.8.1,1.2
TRINITY_DN267_c0_g2_i1	180	0	0	0	1	1	3	0	0	0	5586.12	5514.26	27839.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DLDH_YEAST	78.333	60	13	0	180	1	41	100	2.39e-27	104	-	-	-	-	-	-	-
TRINITY_DN267_c0_g3_i1	161	0	0	0	0	1	4	0	0	0	0	8005.32	59254.87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
